Chr	gene_symbol	tissue	fold_change	p_value	regulation	detecting_method	pubMed_ID
6	RNASET2	prefrontal cortex	0.37	2.19E-03	UP	RNA-Seq	26793951
18	RNF138	prefrontal cortex	0.33	9.62E-04	UP	Microarray	26793951
8	RNF139	prefrontal cortex	0.3	7.60E-04	UP	Microarray	26793951
4	RNF150	prefrontal cortex	-0.64	1.09E-03	DOWN	RNA-Seq	26793951
16	RNF166	prefrontal cortex	0.21	1.88E-03	UP	RNA-Seq	26793951
1	RNPEP	prefrontal cortex	0.1	2.64E-03	UP	microarray transcriptomics	26793951
5	RNUXA	prefrontal cortex	0.29	5.14E-04	UP	Microarray	26793951
3	ROBO1	prefrontal cortex	-0.29	2.58E-03	DOWN	RNA-Seq	26793951
-	RP11-192H23.4	prefrontal cortex	0.45	2.35E-04	UP	RNA-Seq	26793951
-	RP11-514O12.4	prefrontal cortex	0.94	5.03E-05	UP	RNA-Seq	26793951
-	RP11-676J12.7	prefrontal cortex	0.71	2.89E-03	UP	RNA-Seq	26793951
-	RP11-9B6.1	prefrontal cortex	-0.7	2.84E-03	DOWN	RNA-Seq	26793951
X	RP2	prefrontal cortex	0.26	4.22E-04	UP	Microarray	26793951
1	RPE65	prefrontal cortex	-0.73	2.06E-03	DOWN	RNA-Seq	26793951
12	RPH3A	prefrontal cortex	-0.19	2.86E-07	DOWN	microarray transcriptomics	26793951
19	RPL10P16	prefrontal cortex	-0.07	3.90E-03	DOWN	microarray transcriptomics	26793951
12	RPLP0	prefrontal cortex	-0.08	1.58E-03	DOWN	microarray transcriptomics	26793951
11	RPLP2	prefrontal cortex	-0.14	2.53E-03	DOWN	microarray transcriptomics	26793951
5	RPS14	prefrontal cortex	-0.08	1.82E-03	DOWN	microarray transcriptomics	26793951
8	RPS20	prefrontal cortex	-0.07	4.81E-03	DOWN	microarray transcriptomics	26793951
4	RPS3A	prefrontal cortex	-0.05	4.99E-03	DOWN	microarray transcriptomics	26793951
9	RPS6	prefrontal cortex	-0.07	5.09E-03	DOWN	microarray transcriptomics	26793951
17	RPS6KB1	prefrontal cortex	-0.09	1.08E-03	DOWN	microarray transcriptomics	26793951
14	RPS6KL1	prefrontal cortex	-0.46	2.43E-04	DOWN	Microarray	26793951
16	RRAD	prefrontal cortex	0.78	4.15E-04	UP	RNA-Seq	26793951
1	RRAGC	prefrontal cortex	0.21	3.45E-04	UP	Microarray	26793951
17	RSAD1	prefrontal cortex	0.28	1.87E-04	UP	RNA-Seq	26793951
16	RSL1D1	prefrontal cortex	0.36	7.27E-06	UP	Microarray	26793951
16	RSPRY1	prefrontal cortex	-0.21	2.11E-03	DOWN	RNA-Seq	26793951
3	RTP4	prefrontal cortex	-0.45	2.43E-03	DOWN	RNA-Seq	26793951
18	RTTN	prefrontal cortex	-0.37	1.93E-03	DOWN	RNA-Seq	26793951
5	RUFY1	prefrontal cortex	0.21	2.05E-03	UP	RNA-Seq	26793951
10	RUFY2	prefrontal cortex	-0.34	9.49E-05	DOWN	RNA-Seq	26793951
5	RXFP3	prefrontal cortex	-0.81	7.50E-04	DOWN	RNA-Seq	26793951
1	S100A1	prefrontal cortex	-0.21	6.14E-03	DOWN	microarray transcriptomics	26793951
1	S100A12	prefrontal cortex	1.1	3.32E-06	UP	RNA-Seq	26793951
1	S100A7	prefrontal cortex	0.77	3.98E-04	UP	RNA-Seq	26793951
-	S81524	prefrontal cortex	-0.81	8.21E-05	DOWN	Microarray	26793951
19	SAFB2	prefrontal cortex	0.4	3.28E-05	UP	RNA-Seq	26793951
18	SALL3	prefrontal cortex	0.49	2.74E-03	UP	RNA-Seq	26793951
19	SAMD1	prefrontal cortex	0.35	2.60E-03	UP	RNA-Seq	26793951
1	SAMD13	prefrontal cortex	-0.51	3.50E-04	DOWN	RNA-Seq	26793951
2	SAP130	prefrontal cortex	0.15	3.72E-04	UP	Microarray	26793951
6	SASH1	prefrontal cortex	0.36	2.84E-03	UP	RNA-Seq	26793951
19	SBNO2	prefrontal cortex	0.48	6.69E-04	UP	RNA-Seq	26793951
11	SC5D	prefrontal cortex	-0.34	1.07E-03	DOWN	RNA-Seq	26793951
6	SCAF8	prefrontal cortex	-0.25	2.28E-04	DOWN	RNA-Seq	26793951
4	SCFD2	prefrontal cortex	-0.22	1.99E-03	DOWN	RNA-Seq	26793951
4	SCLT1	prefrontal cortex	-0.47	4.08E-06	DOWN	RNA-Seq	26793951
3	SCN11A	prefrontal cortex	-0.5	8.78E-04	DOWN	RNA-Seq	26793951
2	SCN1A	prefrontal cortex	-0.21	3.80E-03	DOWN	microarray transcriptomics	26793951
2	SCN3A	prefrontal cortex	0.41	2.65E-05	UP	Microarray	26793951
11	SCN3B	prefrontal cortex	0.22	1.03E-04	UP	microarray transcriptomics	26793951
12	SCN8A	prefrontal cortex	-0.69	4.44E-04	DOWN	RNA-Seq	26793951
22	SCO2	prefrontal cortex	0.29	2.64E-03	UP	RNA-Seq	26793951
2	SCRN3	prefrontal cortex	-0.38	9.94E-06	DOWN	RNA-Seq	26793951
11	SCT	prefrontal cortex	0.97	3.15E-05	UP	RNA-Seq	26793951
1	SCYL3	prefrontal cortex	-0.34	8.36E-04	DOWN	RNA-Seq	26793951
9	SDCCAG3	prefrontal cortex	0.25	2.10E-03	UP	RNA-Seq	26793951
1	SEC22B	prefrontal cortex	-0.21	3.68E-04	DOWN	Microarray	26793951
3	SEMA3F	prefrontal cortex	0.71	5.41E-05	UP	RNA-Seq	26793951
5	SEMA5A	prefrontal cortex	-0.3	2.62E-03	DOWN	RNA-Seq	26793951
1	SEMA6C	prefrontal cortex	-0.32	5.57E-04	DOWN	Microarray	26793951
15	SEMA6D	prefrontal cortex	-0.29	1.46E-03	DOWN	RNA-Seq	26793951
6	SENP6	prefrontal cortex	-0.29	3.01E-04	DOWN	RNA-Seq	26793951
6	SENP6	prefrontal cortex	0.36	6.88E-04	UP	Microarray	26793951
2	10-Sep	prefrontal cortex	0.09	3.78E-03	UP	microarray transcriptomics	26793951
17	4-Sep	prefrontal cortex	-0.09	2.58E-03	DOWN	microarray transcriptomics	26793951
1	SERPINC1	prefrontal cortex	0.66	2.07E-03	UP	RNA-Seq	26793951
13	SERPINE3	prefrontal cortex	-0.45	2.39E-03	DOWN	RNA-Seq	26793951
17	SERPINF2	prefrontal cortex	0.71	4.06E-05	UP	RNA-Seq	26793951
11	SERPINH1	prefrontal cortex	1.29	3.90E-09	UP	RNA-Seq	26793951
19	SERTAD1	prefrontal cortex	0.54	6.69E-04	UP	RNA-Seq	26793951
1	SERTAD4	prefrontal cortex	-0.37	2.58E-03	DOWN	RNA-Seq	26793951
1	SESN2	prefrontal cortex	0.48	5.67E-05	UP	RNA-Seq	26793951
2	SESTD1	prefrontal cortex	-0.31	2.35E-03	DOWN	RNA-Seq	26793951
13	SETDB2	prefrontal cortex	0.26	4.14E-05	UP	Microarray	26793951
1	SFPQ	prefrontal cortex	-0.22	2.85E-03	DOWN	RNA-Seq	26793951
4	SFRP2	prefrontal cortex	0.93	4.95E-04	UP	Microarray	26793951
4	SFRP2	prefrontal cortex	0.58	8.74E-04	UP	Microarray	26793951
10	SFTPA2	prefrontal cortex	-0.66	1.00E-03	DOWN	RNA-Seq	26793951
5	SFXN1	prefrontal cortex	-0.11	4.13E-03	DOWN	microarray transcriptomics	26793951
10	SFXN2	prefrontal cortex	-0.38	1.33E-03	DOWN	RNA-Seq	26793951
19	SGTA	prefrontal cortex	0.09	1.95E-03	UP	microarray transcriptomics	26793951
2	SH2D6	prefrontal cortex	0.52	3.06E-03	UP	RNA-Seq	26793951
4	SH3TC1	prefrontal cortex	0.6	5.11E-04	UP	RNA-Seq	26793951
9	SHC3	prefrontal cortex	-0.67	1.30E-03	DOWN	RNA-Seq	26793951
4	SHISA3	prefrontal cortex	0.69	5.04E-04	UP	RNA-Seq	26793951
X	SHROOM2	prefrontal cortex	-0.14	4.80E-05	DOWN	microarray transcriptomics	26793951
19	SIGLEC8	prefrontal cortex	0.71	2.35E-04	UP	RNA-Seq	26793951
11	SIPA1	prefrontal cortex	0.47	3.69E-04	UP	RNA-Seq	26793951
10	SIRT1	prefrontal cortex	0.3	8.94E-04	UP	Microarray	26793951
12	SIRT4	prefrontal cortex	0.35	3.72E-04	UP	Microarray	26793951
12	SIRT4	prefrontal cortex	0.42	4.77E-04	UP	RNA-Seq	26793951
17	SIRT7	prefrontal cortex	0.44	7.13E-05	UP	RNA-Seq	26793951
14	SIX1	prefrontal cortex	0.81	4.62E-04	UP	RNA-Seq	26793951
2	SIX2	prefrontal cortex	0.73	2.11E-03	UP	RNA-Seq	26793951
14	SIX4	prefrontal cortex	0.56	6.57E-04	UP	RNA-Seq	26793951
19	SIX5	prefrontal cortex	0.57	6.28E-04	UP	RNA-Seq	26793951
4	SLAIN2	prefrontal cortex	0.26	8.08E-04	UP	Microarray	26793951
2	SLC11A1	prefrontal cortex	0.7	1.81E-03	UP	RNA-Seq	26793951
5	SLC12A7	prefrontal cortex	0.52	9.62E-05	UP	RNA-Seq	26793951
10	SLC16A12	prefrontal cortex	0.74	1.88E-03	UP	RNA-Seq	26793951
20	SLC17A9	prefrontal cortex	0.59	8.34E-05	UP	RNA-Seq	26793951
2	SLC19A3	prefrontal cortex	0.48	9.36E-04	UP	RNA-Seq	26793951
1	SLC1A7	prefrontal cortex	0.98	3.04E-05	UP	RNA-Seq	26793951
8	SLC20A2	prefrontal cortex	-0.24	1.50E-03	DOWN	RNA-Seq	26793951
6	SLC22A2	prefrontal cortex	0.77	8.96E-04	UP	RNA-Seq	26793951
6	SLC22A23	prefrontal cortex	-0.09	2.68E-03	DOWN	microarray transcriptomics	26793951
16	SLC22A31	prefrontal cortex	-0.73	2.96E-04	DOWN	RNA-Seq	26793951
15	SLC24A1	prefrontal cortex	-0.25	2.01E-03	DOWN	RNA-Seq	26793951
9	SLC25A25	prefrontal cortex	-0.11	1.61E-04	DOWN	microarray transcriptomics	26793951
19	SLC25A41	prefrontal cortex	0.48	1.51E-03	UP	RNA-Seq	26793951
19	SLC25A42	prefrontal cortex	0.22	2.48E-03	UP	RNA-Seq	26793951
5	SLC25A48	prefrontal cortex	0.71	5.21E-05	UP	RNA-Seq	26793951
X	SLC25A5	prefrontal cortex	-0.16	1.12E-06	DOWN	microarray transcriptomics	26793951
3	SLC26A6	prefrontal cortex	0.47	3.30E-04	UP	RNA-Seq	26793951
19	SLC27A1	prefrontal cortex	-0.46	1.08E-04	DOWN	Microarray	26793951
12	SLC2A13	prefrontal cortex	0.14	3.27E-03	UP	microarray transcriptomics	26793951
4	SLC30A9	prefrontal cortex	-0.32	2.92E-03	DOWN	RNA-Seq	26793951
6	SLC35D3	prefrontal cortex	-0.86	3.10E-04	DOWN	RNA-Seq	26793951
12	SLC35E3	prefrontal cortex	-0.31	7.49E-04	DOWN	RNA-Seq	26793951
12	SLC38A2	prefrontal cortex	0.48	6.61E-04	UP	RNA-Seq	26793951
14	SLC39A9	prefrontal cortex	-0.17	1.83E-05	DOWN	RNA-Seq	26793951
11	SLC3A2	prefrontal cortex	0.46	4.13E-06	UP	RNA-Seq	26793951
17	SLC43A2	prefrontal cortex	-0.17	6.50E-04	DOWN	microarray transcriptomics	26793951
11	SLC43A3	prefrontal cortex	0.53	2.33E-04	UP	RNA-Seq	26793951
20	SLC4A11	prefrontal cortex	0.65	1.33E-05	UP	RNA-Seq	26793951
12	SLC4A8	prefrontal cortex	-0.66	1.97E-06	DOWN	RNA-Seq	26793951
12	SLC4A8	prefrontal cortex	-0.19	5.49E-04	DOWN	microarray transcriptomics	26793951
20	SLC52A3	prefrontal cortex	0.64	1.54E-03	UP	RNA-Seq	26793951
21	SLC5A3	prefrontal cortex	0.69	1.21E-05	UP	RNA-Seq	26793951
2	SLC5A7	prefrontal cortex	-0.81	3.86E-04	DOWN	RNA-Seq	26793951
12	SLC6A12	prefrontal cortex	0.75	2.86E-09	UP	RNA-Seq	26793951
12	SLC6A13	prefrontal cortex	0.53	2.54E-04	UP	RNA-Seq	26793951
3	SLC7A14	prefrontal cortex	-0.78	7.09E-05	DOWN	RNA-Seq	26793951
8	SLC7A2	prefrontal cortex	0.59	2.07E-03	UP	RNA-Seq	26793951
16	SLC7A5	prefrontal cortex	0.42	7.12E-04	UP	RNA-Seq	26793951
19	SLC7A9	prefrontal cortex	0.94	4.81E-07	UP	RNA-Seq	26793951
19	SLC8A2	prefrontal cortex	0.1	4.64E-03	UP	microarray transcriptomics	26793951
X	SLC9A7	prefrontal cortex	-0.77	8.58E-05	DOWN	RNA-Seq	26793951
20	SLCO4A1	prefrontal cortex	0.93	5.71E-06	UP	RNA-Seq	26793951
17	SLFN5	prefrontal cortex	-0.53	1.17E-04	DOWN	RNA-Seq	26793951
1	SLFNL1	prefrontal cortex	0.64	4.50E-04	UP	RNA-Seq	26793951
18	SLMO1	prefrontal cortex	0.25	2.91E-03	UP	RNA-Seq	26793951
20	SLPI	prefrontal cortex	0.87	2.67E-04	UP	RNA-Seq	26793951
5	SMAD5OS	prefrontal cortex	0.21	9.79E-04	UP	Microarray	26793951
7	SMARCD3	prefrontal cortex	0.29	2.89E-03	UP	RNA-Seq	26793951
11	SMCO4	prefrontal cortex	0.4	1.13E-03	UP	RNA-Seq	26793951
4	SMIM14	prefrontal cortex	-0.3	6.77E-04	DOWN	RNA-Seq	26793951
4	SMIM20	prefrontal cortex	-0.09	3.59E-03	DOWN	microarray transcriptomics	26793951
7	SMO	prefrontal cortex	0.48	1.27E-03	UP	RNA-Seq	26793951
20	SMOX	prefrontal cortex	0.54	2.76E-05	UP	RNA-Seq	26793951
X	SMS	prefrontal cortex	0.09	4.50E-03	UP	microarray transcriptomics	26793951
22	SMTN	prefrontal cortex	0.83	6.27E-06	UP	RNA-Seq	26793951
4	SNCA	prefrontal cortex	0.09	4.85E-03	UP	microarray transcriptomics	26793951
3	SNTN	prefrontal cortex	-0.72	1.29E-03	DOWN	RNA-Seq	26793951
3	SNX4	prefrontal cortex	-0.3	5.50E-04	DOWN	RNA-Seq	26793951
21	SON	prefrontal cortex	0.23	4.15E-04	UP	Microarray	26793951
20	SOX12	prefrontal cortex	0.32	1.84E-03	UP	RNA-Seq	26793951
10	SPAG6	prefrontal cortex	-0.73	7.44E-04	DOWN	RNA-Seq	26793951
2	SPAST	prefrontal cortex	0.34	4.15E-04	UP	Microarray	26793951
15	SPATA5L1	prefrontal cortex	0.28	2.86E-04	UP	Microarray	26793951
14	SPATA7	prefrontal cortex	-0.35	1.43E-03	DOWN	RNA-Seq	26793951
3	SPCS1	prefrontal cortex	-0.22	2.62E-03	DOWN	RNA-Seq	26793951
22	SPECC1L	prefrontal cortex	0.29	4.72E-05	UP	RNA-Seq	26793951
15	SPG11	prefrontal cortex	-0.24	3.76E-04	DOWN	RNA-Seq	26793951
3	SPINK8	prefrontal cortex	0.85	1.73E-04	UP	RNA-Seq	26793951
2	SPR	prefrontal cortex	0.81	1.08E-07	UP	RNA-Seq	26793951
1	SPRTN	prefrontal cortex	-0.29	3.76E-04	DOWN	RNA-Seq	26793951
2	SRBD1	prefrontal cortex	-0.37	2.41E-04	DOWN	RNA-Seq	26793951
7	SRCRB4D	prefrontal cortex	-0.26	1.50E-04	DOWN	Microarray	26793951
15	SRP14	prefrontal cortex	-0.08	6.02E-03	DOWN	microarray transcriptomics	26793951
3	SST	prefrontal cortex	-0.64	2.80E-03	DOWN	RNA-Seq	26793951
1	SSU72	prefrontal cortex	0.23	1.65E-03	UP	RNA-Seq	26793951
3	STAC	prefrontal cortex	-0.72	1.99E-03	DOWN	RNA-Seq	26793951
10	STAM	prefrontal cortex	-0.23	1.18E-03	DOWN	RNA-Seq	26793951
11	STARD10	prefrontal cortex	0.5	1.21E-05	UP	RNA-Seq	26793951
18	STARD6	prefrontal cortex	-0.8	2.17E-04	DOWN	RNA-Seq	26793951
5	STC2	prefrontal cortex	0.66	7.55E-04	UP	RNA-Seq	26793951
11	STIP1	prefrontal cortex	0.54	6.18E-05	UP	RNA-Seq	26793951
7	STK31	prefrontal cortex	-0.62	6.54E-04	DOWN	RNA-Seq	26793951
6	STK38	prefrontal cortex	0.35	3.31E-04	UP	RNA-Seq	26793951
2	STRN	prefrontal cortex	-0.46	9.45E-04	DOWN	RNA-Seq	26793951
9	STX17	prefrontal cortex	-0.32	3.31E-04	DOWN	RNA-Seq	26793951
19	STXBP2	prefrontal cortex	0.56	2.50E-04	UP	RNA-Seq	26793951
3	STXBP5L	prefrontal cortex	-0.09	5.13E-04	DOWN	microarray transcriptomics	26793951
13	SUCLA2	prefrontal cortex	-0.14	6.08E-04	DOWN	microarray transcriptomics	26793951
2	SUCLG1	prefrontal cortex	-0.13	5.93E-03	DOWN	microarray transcriptomics	26793951
19	SUGP2	prefrontal cortex	-0.12	5.53E-03	DOWN	microarray transcriptomics	26793951
16	SULT1A4	prefrontal cortex	-0.25	8.97E-04	DOWN	Microarray	26793951
17	SUMO2	prefrontal cortex	-0.09	5.24E-03	DOWN	microarray transcriptomics	26793951
2	SUPT7L	prefrontal cortex	-0.11	1.47E-03	DOWN	RNA-Seq	26793951
5	SV2C	prefrontal cortex	-0.86	1.90E-04	DOWN	RNA-Seq	26793951
X	SYAP1	prefrontal cortex	-0.08	2.12E-03	DOWN	microarray transcriptomics	26793951
19	SYDE1	prefrontal cortex	0.43	2.30E-03	UP	RNA-Seq	26793951
9	SYK	prefrontal cortex	-0.18	3.19E-03	DOWN	microarray transcriptomics	26793951
X	SYN1	prefrontal cortex	0.15	5.73E-03	UP	microarray transcriptomics	26793951
6	SYNCRIP	prefrontal cortex	0.55	1.42E-04	UP	Microarray	26793951
14	SYNDIG1L	prefrontal cortex	-0.72	1.08E-03	DOWN	RNA-Seq	26793951
6	SYNJ2	prefrontal cortex	-0.15	3.97E-03	DOWN	microarray transcriptomics	26793951
20	SYS1-DBNDD2	prefrontal cortex	-0.64	3.32E-06	DOWN	RNA-Seq	26793951
12	SYT1	prefrontal cortex	-0.32	2.69E-07	DOWN	microarray transcriptomics	26793951
1	SYT11	prefrontal cortex	-0.34	1.93E-03	DOWN	RNA-Seq	26793951
11	SYT12	prefrontal cortex	-0.19	9.19E-08	DOWN	microarray transcriptomics	26793951
1	SYT2	prefrontal cortex	-0.41	1.23E-03	DOWN	microarray transcriptomics	26793951
X	SYTL4	prefrontal cortex	0.75	2.28E-04	UP	RNA-Seq	26793951
-	T33495	prefrontal cortex	-0.65	1.44E-04	DOWN	Microarray	26793951
-	T82292	prefrontal cortex	-0.6	2.64E-04	DOWN	Microarray	26793951
X	TAB3	prefrontal cortex	-0.25	3.00E-03	DOWN	RNA-Seq	26793951
7	TAC1	prefrontal cortex	-0.68	1.92E-03	DOWN	RNA-Seq	26793951
10	TAF3	prefrontal cortex	0.36	4.53E-05	UP	Microarray	26793951
1	TAL1	prefrontal cortex	0.58	5.21E-05	UP	RNA-Seq	26793951
1	TARBP1	prefrontal cortex	-0.48	2.86E-04	DOWN	RNA-Seq	26793951
1	TARDBP	prefrontal cortex	-0.15	2.80E-03	DOWN	microarray transcriptomics	26793951
1	TATDN3	prefrontal cortex	-0.29	5.94E-04	DOWN	RNA-Seq	26793951
19	TBCB	prefrontal cortex	0.13	6.11E-05	UP	microarray transcriptomics	26793951
11	TBCEL	prefrontal cortex	-0.27	5.19E-04	DOWN	RNA-Seq	26793951
1	TBX15	prefrontal cortex	0.7	1.15E-03	UP	RNA-Seq	26793951
16	TBX6	prefrontal cortex	0.63	3.99E-04	UP	RNA-Seq	26793951
17	TCAP	prefrontal cortex	0.88	1.11E-07	UP	RNA-Seq	26793951
X	TCEAL5	prefrontal cortex	-0.2	9.59E-04	DOWN	microarray transcriptomics	26793951
5	TCERG1	prefrontal cortex	-0.28	4.94E-04	DOWN	RNA-Seq	26793951
20	TCF15	prefrontal cortex	0.72	7.99E-05	UP	RNA-Seq	26793951
2	TCF7L1	prefrontal cortex	0.49	3.83E-04	UP	RNA-Seq	26793951
11	TCIRG1	prefrontal cortex	0.53	2.69E-04	UP	RNA-Seq	26793951
6	TCP11	prefrontal cortex	-0.66	1.76E-03	DOWN	RNA-Seq	26793951
11	TCP11L1	prefrontal cortex	-0.43	2.02E-03	DOWN	RNA-Seq	26793951
14	TDP1	prefrontal cortex	-0.24	1.56E-03	DOWN	RNA-Seq	26793951
19	TEAD2	prefrontal cortex	0.61	7.12E-04	UP	RNA-Seq	26793951
11	TECTA	prefrontal cortex	-0.34	3.42E-04	DOWN	RNA-Seq	26793951
12	TESC	prefrontal cortex	-0.21	7.13E-05	DOWN	microarray transcriptomics	26793951
5	TEX43	prefrontal cortex	1.08	2.48E-06	UP	RNA-Seq	26793951
10	TFAM	prefrontal cortex	0.38	2.27E-04	UP	Microarray	26793951
20	TFAP2C	prefrontal cortex	0.77	4.79E-05	UP	RNA-Seq	26793951
12	TFCP2	prefrontal cortex	-0.22	4.76E-05	DOWN	RNA-Seq	26793951
22	TFIP11	prefrontal cortex	0.15	3.06E-03	UP	RNA-Seq	26793951
8	TG	prefrontal cortex	0.51	2.43E-03	UP	RNA-Seq	26793951
19	TGFB1	prefrontal cortex	0.45	1.21E-03	UP	RNA-Seq	26793951
18	TGIF1	prefrontal cortex	0.52	2.19E-03	UP	RNA-Seq	26793951
12	THAP2	prefrontal cortex	0.44	8.66E-05	UP	Microarray	26793951
2	THAP4	prefrontal cortex	0.2	2.29E-03	UP	RNA-Seq	26793951
-	THC2489591	prefrontal cortex	-0.37	1.10E-04	DOWN	Microarray	26793951
-	THC2515611	prefrontal cortex	-0.44	2.94E-04	DOWN	Microarray	26793951
-	THC2521188	prefrontal cortex	-0.41	5.40E-04	DOWN	Microarray	26793951
-	THC2530075	prefrontal cortex	0.47	6.53E-05	UP	Microarray	26793951
-	THC2537502	prefrontal cortex	-0.43	1.29E-04	DOWN	Microarray	26793951
-	THC2544025	prefrontal cortex	-0.41	3.67E-04	DOWN	Microarray	26793951
-	THC2552443	prefrontal cortex	-0.47	2.57E-04	DOWN	Microarray	26793951
-	THC2559181	prefrontal cortex	-0.3	1.96E-04	DOWN	Microarray	26793951
-	THC2567636	prefrontal cortex	-0.51	9.09E-04	DOWN	Microarray	26793951
-	THC2572908	prefrontal cortex	-0.27	5.79E-04	DOWN	Microarray	26793951
-	THC2575761	prefrontal cortex	-0.42	1.32E-06	DOWN	Microarray	26793951
-	THC2579654	prefrontal cortex	-0.41	1.85E-04	DOWN	Microarray	26793951
-	THC2587433	prefrontal cortex	-0.51	2.30E-04	DOWN	Microarray	26793951
-	THC2587763	prefrontal cortex	-0.73	3.95E-04	DOWN	Microarray	26793951
-	THC2587773	prefrontal cortex	-0.48	1.95E-05	DOWN	Microarray	26793951
-	THC2597502	prefrontal cortex	-0.35	4.18E-04	DOWN	Microarray	26793951
-	THC2603717	prefrontal cortex	-0.28	6.12E-04	DOWN	Microarray	26793951
-	THC2608658	prefrontal cortex	0.24	8.06E-04	UP	Microarray	26793951
-	THC2612889	prefrontal cortex	-0.41	1.30E-04	DOWN	Microarray	26793951
-	THC2632909	prefrontal cortex	0.47	4.46E-05	UP	Microarray	26793951
-	THC2651747	prefrontal cortex	0.32	6.16E-04	UP	Microarray	26793951
-	THC2683169	prefrontal cortex	-0.29	7.94E-04	DOWN	Microarray	26793951
-	THC2693923	prefrontal cortex	0.38	3.73E-04	UP	Microarray	26793951
-	THC2765813	prefrontal cortex	-0.52	5.93E-04	DOWN	Microarray	26793951
-	THC2787314	prefrontal cortex	0.18	4.83E-04	UP	Microarray	26793951
1	THRAP3	prefrontal cortex	-0.26	6.02E-05	DOWN	Microarray	26793951
19	TICAM1	prefrontal cortex	0.21	2.11E-04	UP	Microarray	26793951
4	TIFA	prefrontal cortex	0.54	9.99E-04	UP	Microarray	26793951
11	TIMM10B	prefrontal cortex	-0.23	3.31E-04	DOWN	RNA-Seq	26793951
19	TJP3	prefrontal cortex	0.56	9.86E-04	UP	RNA-Seq	26793951
9	TLE1	prefrontal cortex	0.27	2.86E-03	UP	RNA-Seq	26793951
15	TLE3	prefrontal cortex	0.33	9.72E-04	UP	RNA-Seq	26793951
1	TLR5	prefrontal cortex	0.68	4.02E-05	UP	RNA-Seq	26793951
17	TMC8	prefrontal cortex	0.49	1.85E-03	UP	RNA-Seq	26793951
7	TMED4	prefrontal cortex	-0.24	5.11E-04	DOWN	RNA-Seq	26793951
1	TMED5	prefrontal cortex	0.41	2.20E-04	UP	Microarray	26793951
9	TMEFF1	prefrontal cortex	-0.6	2.68E-03	DOWN	RNA-Seq	26793951
17	TMEM100	prefrontal cortex	0.48	3.02E-03	UP	RNA-Seq	26793951
4	TMEM128	prefrontal cortex	-0.38	2.14E-04	DOWN	RNA-Seq	26793951
7	TMEM168	prefrontal cortex	-0.32	1.73E-03	DOWN	RNA-Seq	26793951
7	TMEM176A	prefrontal cortex	0.49	2.85E-03	UP	RNA-Seq	26793951
2	TMEM18	prefrontal cortex	-0.28	1.77E-03	DOWN	RNA-Seq	26793951
2	TMEM194B	prefrontal cortex	-0.31	7.97E-04	DOWN	RNA-Seq	26793951
7	TMEM209	prefrontal cortex	-0.31	2.34E-03	DOWN	RNA-Seq	26793951
7	TMEM213	prefrontal cortex	0.65	1.54E-03	UP	RNA-Seq	26793951
11	TMEM216	prefrontal cortex	0.33	2.44E-03	UP	RNA-Seq	26793951
16	TMEM231	prefrontal cortex	-0.3	1.06E-03	DOWN	RNA-Seq	26793951
6	TMEM30A	prefrontal cortex	0.12	1.09E-03	UP	microarray transcriptomics	26793951
X	TMEM47	prefrontal cortex	0.58	7.87E-04	UP	Microarray	26793951
14	TMEM55B	prefrontal cortex	0.1	6.17E-04	UP	microarray transcriptomics	26793951
8	TMEM71	prefrontal cortex	0.52	1.98E-03	UP	RNA-Seq	26793951
1	TMEM81	prefrontal cortex	0.42	9.03E-05	UP	RNA-Seq	26793951
19	TMEM91	prefrontal cortex	0.31	2.37E-03	UP	RNA-Seq	26793951
17	TMEM92	prefrontal cortex	0.75	1.38E-03	UP	RNA-Seq	26793951
Y	TMSB4Y	prefrontal cortex	-0.54	2.74E-04	DOWN	RNA-Seq	26793951
11	TMX2	prefrontal cortex	-0.11	4.72E-03	DOWN	microarray transcriptomics	26793951
15	TNFAIP8L3	prefrontal cortex	-0.66	5.85E-04	DOWN	Microarray	26793951
8	TNFRSF10B	prefrontal cortex	0.4	2.82E-03	UP	RNA-Seq	26793951
8	TNFRSF10D	prefrontal cortex	0.95	5.94E-06	UP	RNA-Seq	26793951
16	TNFRSF12A	prefrontal cortex	0.61	2.41E-03	UP	RNA-Seq	26793951
12	TNFRSF1A	prefrontal cortex	0.52	1.25E-03	UP	RNA-Seq	26793951
1	TNFRSF4	prefrontal cortex	0.57	1.14E-03	UP	RNA-Seq	26793951
19	TNFSF14	prefrontal cortex	0.82	6.33E-04	UP	RNA-Seq	26793951
4	TNIP2	prefrontal cortex	0.48	7.61E-05	UP	RNA-Seq	26793951
1	TOR1AIP2	prefrontal cortex	0.23	6.94E-05	UP	Microarray	26793951
9	TOR4A	prefrontal cortex	0.56	1.57E-04	UP	RNA-Seq	26793951
6	TPD52L1	prefrontal cortex	0.55	6.15E-04	UP	RNA-Seq	26793951
11	TPH1	prefrontal cortex	-0.64	3.69E-04	DOWN	RNA-Seq	26793951
19	TPM4	prefrontal cortex	-0.4	4.00E-04	DOWN	Microarray	26793951
13	TPP2	prefrontal cortex	-0.09	5.06E-03	DOWN	microarray transcriptomics	26793951
16	TPPP3	prefrontal cortex	0.25	4.27E-04	UP	microarray transcriptomics	26793951
22	TPST2	prefrontal cortex	0.43	1.46E-04	UP	RNA-Seq	26793951
22	TRABD	prefrontal cortex	0.33	1.07E-03	UP	RNA-Seq	26793951
