type,DrugBank ID,DrugBank Name,Group,Gene Target
small molecule,DB02594,2'-Deoxycytidine,investigational,TK2
small molecule,DB02594,2'-Deoxycytidine,investigational,DCK
biotech,DB02638,Terlipressin,investigational,AVPR1A
biotech,DB02638,Terlipressin,investigational,AVPR1B
biotech,DB02638,Terlipressin,investigational,AVPR2
small molecule,DB02659,Cholic Acid,approved,ADH1C
small molecule,DB02659,Cholic Acid,approved,ESRRG
small molecule,DB02659,Cholic Acid,approved,FABP6
small molecule,DB02659,Cholic Acid,approved,COX4I1
small molecule,DB02659,Cholic Acid,approved,MT-CO1
small molecule,DB02659,Cholic Acid,approved,MT-CO2
small molecule,DB02659,Cholic Acid,approved,MT-CO3
small molecule,DB02659,Cholic Acid,approved,COX5A
small molecule,DB02659,Cholic Acid,approved,COX5B
small molecule,DB02659,Cholic Acid,approved,COX6C
small molecule,DB02659,Cholic Acid,approved,COX7B
small molecule,DB02659,Cholic Acid,approved,COX7C
small molecule,DB02659,Cholic Acid,approved,COX8A
small molecule,DB02659,Cholic Acid,approved,COX6A2
small molecule,DB02659,Cholic Acid,approved,COX6B1
small molecule,DB02659,Cholic Acid,approved,COX7A1
small molecule,DB02659,Cholic Acid,approved,PLA2G1B
small molecule,DB02659,Cholic Acid,approved,CES1
small molecule,DB02659,Cholic Acid,approved,DKFZp686P18130
small molecule,DB02659,Cholic Acid,approved,NR1H4
small molecule,DB02659,Cholic Acid,approved,GPBAR1
small molecule,DB02659,Cholic Acid,approved,FECH
small molecule,DB02691,Glycocholic acid,investigational,FABP6
small molecule,DB02701,Nicotinamide,investigational,BST1
small molecule,DB02701,Nicotinamide,investigational,SIRT5
small molecule,DB02701,Nicotinamide,investigational,LDHA
small molecule,DB02701,Nicotinamide,investigational,PARP1
small molecule,DB02709,Resveratrol,investigational,NQO2
small molecule,DB02709,Resveratrol,investigational,CSNK2A1
small molecule,DB02709,Resveratrol,investigational,PTGS1
small molecule,DB02709,Resveratrol,investigational,PTGS2
small molecule,DB02709,Resveratrol,investigational,ALOX15
small molecule,DB02709,Resveratrol,investigational,ALOX5
small molecule,DB02709,Resveratrol,investigational,AHR
small molecule,DB02709,Resveratrol,investigational,PI4K2B
small molecule,DB02709,Resveratrol,investigational,ITGA5
small molecule,DB02709,Resveratrol,investigational,ITGB3
small molecule,DB02709,Resveratrol,investigational,APP
small molecule,DB02709,Resveratrol,investigational,SNCA
small molecule,DB02709,Resveratrol,investigational,SIRT1
small molecule,DB02709,Resveratrol,investigational,ESR1
small molecule,DB02709,Resveratrol,investigational,MTNR1A
small molecule,DB02709,Resveratrol,investigational,MTNR1B
small molecule,DB02709,Resveratrol,investigational,CLEC14A
small molecule,DB02709,Resveratrol,investigational,NR1I2
small molecule,DB02709,Resveratrol,investigational,NR1I3
small molecule,DB02709,Resveratrol,investigational,SLC2A1
small molecule,DB02709,Resveratrol,investigational,CBR1
small molecule,DB02709,Resveratrol,investigational,PPARA
small molecule,DB02709,Resveratrol,investigational,PPARG
small molecule,DB02709,Resveratrol,investigational,AKT1
small molecule,DB02709,Resveratrol,investigational,KHSRP
small molecule,DB02709,Resveratrol,investigational,YARS
small molecule,DB02712,Sorbinil,investigational,AKR1B1
small molecule,DB02745,Uridine,investigational,LSM6
small molecule,DB02772,Sucrose,investigational,TAS1R2
small molecule,DB02772,Sucrose,investigational,LYZ
small molecule,DB02772,Sucrose,investigational,ACTA1
small molecule,DB02772,Sucrose,investigational,ATOX1
small molecule,DB02772,Sucrose,investigational,RTCB
small molecule,DB02857,Guanosine,investigational,PNP
small molecule,DB02893,D-Methionine,investigational,METAP2
small molecule,DB02901,Stanolone,investigational,ESR1
small molecule,DB02901,Stanolone,investigational,NR3C2
small molecule,DB02901,Stanolone,investigational,AR
small molecule,DB02901,Stanolone,investigational,HSD17B1
small molecule,DB02925,Piretanide,approved,SLC12A1
small molecule,DB02929,K201 free base,investigational,ANXA5
small molecule,DB02938,Heptanoic acid,investigational,PLA2G1B
small molecule,DB03010,Patupilone,investigational,TUBA3C
small molecule,DB03010,Patupilone,investigational,TUBB
small molecule,DB03010,Patupilone,investigational,TUBB1
small molecule,DB03010,Patupilone,investigational,TUBB4B
small molecule,DB03010,Patupilone,investigational,TUBB4A
small molecule,DB03010,Patupilone,investigational,TUBA4A
small molecule,DB03010,Patupilone,investigational,TUBB3
small molecule,DB03010,Patupilone,investigational,TUBA1C
small molecule,DB03010,Patupilone,investigational,TUBA8
small molecule,DB03010,Patupilone,investigational,TUBA1B
small molecule,DB03010,Patupilone,investigational,TUBA1A
small molecule,DB03044,Doramapimod,investigational,MAPK14
small molecule,DB03085,Glycolic acid,investigational,G6PD
small molecule,DB03088,Pidolic acid,investigational,AMY2B
small molecule,DB03088,Pidolic acid,investigational,VEGFA
small molecule,DB03088,Pidolic acid,investigational,AMY2A
small molecule,DB03088,Pidolic acid,investigational,IGLC1
small molecule,DB03088,Pidolic acid,investigational,TFF2
small molecule,DB03088,Pidolic acid,investigational,ADAM28
small molecule,DB03088,Pidolic acid,investigational,KRTAP5-2
small molecule,DB03088,Pidolic acid,investigational,HCRT
small molecule,DB03088,Pidolic acid,investigational,CCL8
small molecule,DB03106,scyllo-inositol,investigational,GBA
small molecule,DB03106,scyllo-inositol,investigational,CDIPT
small molecule,DB03128,Acetylcholine,investigational,CHRM1
small molecule,DB03128,Acetylcholine,investigational,CHRM2
small molecule,DB03128,Acetylcholine,investigational,CHRM3
small molecule,DB03128,Acetylcholine,investigational,CHRM4
small molecule,DB03128,Acetylcholine,investigational,CHRNA7
small molecule,DB03147,Flavin adenine dinucleotide,approved,NDUFA9
small molecule,DB03147,Flavin adenine dinucleotide,approved,NOS1
small molecule,DB03147,Flavin adenine dinucleotide,approved,NQO1
small molecule,DB03147,Flavin adenine dinucleotide,approved,ERO1B
small molecule,DB03147,Flavin adenine dinucleotide,approved,GSR
small molecule,DB03147,Flavin adenine dinucleotide,approved,CYB5R3
small molecule,DB03147,Flavin adenine dinucleotide,approved,NQO2
small molecule,DB03147,Flavin adenine dinucleotide,approved,IVD
small molecule,DB03147,Flavin adenine dinucleotide,approved,XDH
small molecule,DB03147,Flavin adenine dinucleotide,approved,DPYD
small molecule,DB03147,Flavin adenine dinucleotide,approved,TXNRD1
small molecule,DB03147,Flavin adenine dinucleotide,approved,ACAD8
small molecule,DB03147,Flavin adenine dinucleotide,approved,AIFM1
small molecule,DB03147,Flavin adenine dinucleotide,approved,POR
small molecule,DB03147,Flavin adenine dinucleotide,approved,GCDH
small molecule,DB03147,Flavin adenine dinucleotide,approved,ACADM
small molecule,DB03147,Flavin adenine dinucleotide,approved,DAO
small molecule,DB03147,Flavin adenine dinucleotide,approved,MAOA
small molecule,DB03147,Flavin adenine dinucleotide,approved,ACADS
small molecule,DB03147,Flavin adenine dinucleotide,approved,IL4I1
small molecule,DB03147,Flavin adenine dinucleotide,approved,DLD
small molecule,DB03147,Flavin adenine dinucleotide,approved,CYB5R1
small molecule,DB03147,Flavin adenine dinucleotide,approved,MAOB
small molecule,DB03147,Flavin adenine dinucleotide,approved,FDXR
small molecule,DB03147,Flavin adenine dinucleotide,approved,ACOX1
small molecule,DB03147,Flavin adenine dinucleotide,approved,GFER
small molecule,DB03175,Propyl alcohol,approved,LYZ
small molecule,DB03206,Duvoglustat,investigational,MAN1B1
small molecule,DB03247,Flavin mononucleotide,investigational,BLVRB
small molecule,DB03247,Flavin mononucleotide,investigational,HAO1
small molecule,DB03247,Flavin mononucleotide,investigational,PNPO
small molecule,DB03247,Flavin mononucleotide,investigational,RFK
small molecule,DB03247,Flavin mononucleotide,investigational,NOS1
small molecule,DB03247,Flavin mononucleotide,investigational,DPYD
small molecule,DB03247,Flavin mononucleotide,investigational,DHODH
small molecule,DB03247,Flavin mononucleotide,investigational,SGK1
small molecule,DB03247,Flavin mononucleotide,investigational,RPS6KA4
small molecule,DB03247,Flavin mononucleotide,investigational,HAO2
small molecule,DB03247,Flavin mononucleotide,investigational,POR
small molecule,DB03247,Flavin mononucleotide,investigational,PPCDC
small molecule,DB03310,Glutathione disulfide,investigational,GPX5
small molecule,DB03310,Glutathione disulfide,investigational,GPX1
small molecule,DB03310,Glutathione disulfide,investigational,GPX2
small molecule,DB03310,Glutathione disulfide,investigational,GPX3
small molecule,DB03310,Glutathione disulfide,investigational,GPX6
small molecule,DB03310,Glutathione disulfide,investigational,GPX7
small molecule,DB03310,Glutathione disulfide,investigational,GPX4
small molecule,DB03310,Glutathione disulfide,investigational,GPX8
small molecule,DB03310,Glutathione disulfide,investigational,MGST1
small molecule,DB03310,Glutathione disulfide,investigational,GSTA1
small molecule,DB03310,Glutathione disulfide,investigational,GSTA2
small molecule,DB03310,Glutathione disulfide,investigational,GSTM1
small molecule,DB03310,Glutathione disulfide,investigational,GSTM2
small molecule,DB03310,Glutathione disulfide,investigational,GSTM3
small molecule,DB03310,Glutathione disulfide,investigational,GSTM4
small molecule,DB03310,Glutathione disulfide,investigational,GSTM5
small molecule,DB03310,Glutathione disulfide,investigational,GSTP1
small molecule,DB03310,Glutathione disulfide,investigational,GSTT1
small molecule,DB03310,Glutathione disulfide,investigational,GSTT2
small molecule,DB03310,Glutathione disulfide,investigational,GSTT2B
small molecule,DB03310,Glutathione disulfide,investigational,HPGDS
small molecule,DB03310,Glutathione disulfide,investigational,GSTM2
small molecule,DB03310,Glutathione disulfide,investigational,GSR
small molecule,DB03312,Brivudine,investigational,TK2
small molecule,DB03323,Maltose,investigational,AMY2B
small molecule,DB03348,Huperzine B,investigational,ACHE
small molecule,DB03366,Imidazole,investigational,MB
small molecule,DB03366,Imidazole,investigational,NOS2
small molecule,DB03366,Imidazole,investigational,AK2
small molecule,DB03366,Imidazole,investigational,PIM1
small molecule,DB03366,Imidazole,investigational,LTA4H
small molecule,DB03366,Imidazole,investigational,GPHN
small molecule,DB03366,Imidazole,investigational,CYCS
small molecule,DB03366,Imidazole,investigational,MYO1E
small molecule,DB03366,Imidazole,investigational,DMC1
small molecule,DB03419,Uracil,investigational,DPYD
small molecule,DB03419,Uracil,investigational,UCKL1
small molecule,DB03424,Ubenimex,investigational,LTA4H
small molecule,DB03496,Alvocidib,investigational,PYGB
small molecule,DB03496,Alvocidib,investigational,PYGM
small molecule,DB03496,Alvocidib,investigational,CDK7
small molecule,DB03496,Alvocidib,investigational,CDK5
small molecule,DB03496,Alvocidib,investigational,CDK9
small molecule,DB03496,Alvocidib,investigational,CDK1
small molecule,DB03496,Alvocidib,investigational,CDK6
small molecule,DB03496,Alvocidib,investigational,EGFR
small molecule,DB03496,Alvocidib,investigational,CDK4
small molecule,DB03496,Alvocidib,investigational,CDK8
small molecule,DB03496,Alvocidib,investigational,CDK2
small molecule,DB03516,Eniluracil,investigational,AOX1
small molecule,DB03516,Eniluracil,investigational,XDH
small molecule,DB03516,Eniluracil,investigational,DPYD
small molecule,DB03568,Butyric Acid,investigational,BCHE
small molecule,DB03604,Tiratricol,investigational,THRB
small molecule,DB03614,Mecobalamin,investigational,MTR
small molecule,DB03619,Deoxycholic acid,approved,EFTUD1
small molecule,DB03619,Deoxycholic acid,approved,NR1H4
small molecule,DB03619,Deoxycholic acid,approved,GSTP1
small molecule,DB03619,Deoxycholic acid,approved,GPBAR1
small molecule,DB03619,Deoxycholic acid,approved,GSTA1
small molecule,DB03619,Deoxycholic acid,approved,GSTA2
small molecule,DB03619,Deoxycholic acid,approved,GSTM1
small molecule,DB03619,Deoxycholic acid,approved,GSTM2
small molecule,DB03619,Deoxycholic acid,approved,GSTM3
small molecule,DB03619,Deoxycholic acid,approved,GSTM4
small molecule,DB03619,Deoxycholic acid,approved,GSTM5
small molecule,DB03619,Deoxycholic acid,approved,GSTP1
small molecule,DB03619,Deoxycholic acid,approved,GSTT1
small molecule,DB03619,Deoxycholic acid,approved,GSTT2
small molecule,DB03619,Deoxycholic acid,approved,GSTT2B
small molecule,DB03619,Deoxycholic acid,approved,HPGDS
small molecule,DB03695,Piritrexim,investigational,DHFR
small molecule,DB03701,Vanoxerine,investigational,SLC6A3
small molecule,DB03701,Vanoxerine,investigational,KCNH2
small molecule,DB03701,Vanoxerine,investigational,KCNH6
small molecule,DB03701,Vanoxerine,investigational,KCNH7
small molecule,DB03708,Adenosine 5'-phosphosulfate,investigational,PAPSS1
small molecule,DB03754,Tromethamine,approved,APP
small molecule,DB03756,Doconexent,investigational,PPARA
small molecule,DB03756,Doconexent,investigational,PPARG
small molecule,DB03756,Doconexent,investigational,RXRA
small molecule,DB03756,Doconexent,investigational,RXRB
small molecule,DB03756,Doconexent,investigational,RXRG
small molecule,DB03756,Doconexent,investigational,SREBF1
small molecule,DB03756,Doconexent,investigational,MYC
small molecule,DB03793,Benzoic acid,investigational,SLC15A1
small molecule,DB03793,Benzoic acid,investigational,DAO
small molecule,DB03796,Palmitic Acid,approved,LALBA
small molecule,DB03796,Palmitic Acid,approved,PPARA
small molecule,DB03796,Palmitic Acid,approved,RHO
small molecule,DB03796,Palmitic Acid,approved,PPT1
small molecule,DB03796,Palmitic Acid,approved,PMP2
small molecule,DB03796,Palmitic Acid,approved,PAEP
small molecule,DB03796,Palmitic Acid,approved,HNF4G
small molecule,DB03796,Palmitic Acid,approved,CYP2C8
small molecule,DB03796,Palmitic Acid,approved,TRAPPC3
small molecule,DB03849,Cilomilast,investigational,PDE4D
small molecule,DB03849,Cilomilast,investigational,PDE4B
small molecule,DB03856,L-Eflornithine,investigational,ODC1
small molecule,DB03904,Urea,investigational,ARG1
small molecule,DB03904,Urea,investigational,CA2
small molecule,DB03904,Urea,investigational,CTNNB1
small molecule,DB03925,Freselestat,investigational,CELA1
small molecule,DB03925,Freselestat,investigational,ELANE
small molecule,DB04005,Uridine 5'-triphosphate,investigational,UCK2
small molecule,DB04090,RH-1,investigational,NQO1
small molecule,DB04106,Fotemustine,investigational,TXNRD1
small molecule,DB04115,Berberine,investigational,BIRC5
small molecule,DB04209,Dequalinium,investigational,XIAP
small molecule,DB04209,Dequalinium,investigational,CNGA1
small molecule,DB04209,Dequalinium,investigational,KCNMA1
small molecule,DB04209,Dequalinium,investigational,CALM1
small molecule,DB04209,Dequalinium,investigational,KCNN3
small molecule,DB04209,Dequalinium,investigational,PRKCA
small molecule,DB04209,Dequalinium,investigational,PRKCB
small molecule,DB04209,Dequalinium,investigational,PRKCD
small molecule,DB04209,Dequalinium,investigational,PRKCE
small molecule,DB04209,Dequalinium,investigational,PRKCG
small molecule,DB04209,Dequalinium,investigational,PRKCI
small molecule,DB04209,Dequalinium,investigational,PRKCQ
small molecule,DB04209,Dequalinium,investigational,PRKCZ
small molecule,DB04209,Dequalinium,investigational,SNCA
small molecule,DB04216,Quercetin,investigational,PIK3CG
small molecule,DB04216,Quercetin,investigational,UGT3A1
small molecule,DB04216,Quercetin,investigational,ATP5A1
small molecule,DB04216,Quercetin,investigational,ATP5B
small molecule,DB04216,Quercetin,investigational,ATP5C1
small molecule,DB04216,Quercetin,investigational,PIM1
small molecule,DB04216,Quercetin,investigational,HIBCH
small molecule,DB04216,Quercetin,investigational,STK17B
small molecule,DB04216,Quercetin,investigational,ESR1
small molecule,DB04216,Quercetin,investigational,ESR2
small molecule,DB04216,Quercetin,investigational,NQO2
small molecule,DB04216,Quercetin,investigational,AHR
small molecule,DB04216,Quercetin,investigational,CYP1B1
small molecule,DB04216,Quercetin,investigational,ACTB
small molecule,DB04216,Quercetin,investigational,CSNK2A1
small molecule,DB04216,Quercetin,investigational,CSNK2B
small molecule,DB04216,Quercetin,investigational,EIF3F
small molecule,DB04216,Quercetin,investigational,HSP90AA1
small molecule,DB04216,Quercetin,investigational,HSPA2
small molecule,DB04216,Quercetin,investigational,RUVBL2
small molecule,DB04216,Quercetin,investigational,SF3B3
small molecule,DB04216,Quercetin,investigational,UBA1
small molecule,DB04216,Quercetin,investigational,SHBG
small molecule,DB04216,Quercetin,investigational,CBR1
small molecule,DB04216,Quercetin,investigational,CEBPB
small molecule,DB04216,Quercetin,investigational,NR1I2
small molecule,DB04216,Quercetin,investigational,HCK
small molecule,DB04223,Nitroarginine,investigational,NOS3
small molecule,DB04223,Nitroarginine,investigational,NOS1
small molecule,DB04253,Tretazicar,investigational,NQO2
small molecule,DB04258,Seocalcitol,investigational,VDR
small molecule,DB04326,Dihydroxyacetone phosphate,investigational,ALDOA
small molecule,DB04326,Dihydroxyacetone phosphate,investigational,TPI1
small molecule,DB04326,Dihydroxyacetone phosphate,investigational,ALDOB
small molecule,DB04335,Inosine,investigational,PNP
small molecule,DB04339,Carbocisteine,investigational,PLCXD3
small molecule,DB04339,Carbocisteine,investigational,ST3GAL5
small molecule,DB04465,Lactose,investigational,LGALS3
small molecule,DB04465,Lactose,investigational,GLB1
small molecule,DB04465,Lactose,investigational,GLT6D1
small molecule,DB04465,Lactose,investigational,GLTP
small molecule,DB04468,Afimoxifene,investigational,TFF1
small molecule,DB04468,Afimoxifene,investigational,ESRRA
small molecule,DB04468,Afimoxifene,investigational,NR1I2
small molecule,DB04468,Afimoxifene,investigational,SHBG
small molecule,DB04468,Afimoxifene,investigational,ESR1
small molecule,DB04468,Afimoxifene,investigational,ESR2
small molecule,DB04468,Afimoxifene,investigational,ESRRG
small molecule,DB04485,Thymidine,investigational,TK2
small molecule,DB04519,Caprylic acid,investigational,PPARA
small molecule,DB04540,Cholesterol,investigational,NR1I3
small molecule,DB04540,Cholesterol,investigational,VDR
small molecule,DB04540,Cholesterol,investigational,CLEC4E
small molecule,DB04540,Cholesterol,investigational,RORA
small molecule,DB04574,Estrone sulfate,approved,ESR1
small molecule,DB04574,Estrone sulfate,approved,ESR2
small molecule,DB04575,Quinestrol,approved,ESR1
small molecule,DB04630,Aldosterone,investigational,NR3C1
small molecule,DB04630,Aldosterone,investigational,NR3C2
small molecule,DB04660,Choline alfoscerate,investigational,GM2A
small molecule,DB04703,Hesperidin,investigational,AURKB
small molecule,DB04725,Licofelone,investigational,ALOX5
small molecule,DB04725,Licofelone,investigational,PTGS2
small molecule,DB04725,Licofelone,investigational,PLA2G2E
small molecule,DB04786,Suramin,investigational,P2RY2
small molecule,DB04786,Suramin,investigational,SIRT5
small molecule,DB04786,Suramin,investigational,FSHR
small molecule,DB04786,Suramin,investigational,RYR1
small molecule,DB04786,Suramin,investigational,F2
small molecule,DB04786,Suramin,investigational,PLA2G2A
small molecule,DB04787,Tanaproget,investigational,PGR
small molecule,DB04794,Bifonazole,investigational,CYP2B6
small molecule,DB04796,Inecalcitol,investigational,VDR
small molecule,DB04835,Maraviroc,investigational,CCR5
small molecule,DB04838,Cyclandelate,approved,CACNA2D1
small molecule,DB04838,Cyclandelate,approved,CES1
small molecule,DB04839,Cyproterone acetate,investigational,AR
small molecule,DB04839,Cyproterone acetate,investigational,KLK3
small molecule,DB04840,Debrisoquine,investigational,SLC6A2
small molecule,DB04841,Flunarizine,approved,CACNA1G
small molecule,DB04841,Flunarizine,approved,CACNA1H
small molecule,DB04841,Flunarizine,approved,CACNA1I
small molecule,DB04841,Flunarizine,approved,CALM1
small molecule,DB04841,Flunarizine,approved,HRH1
small molecule,DB04842,Fluspirilene,investigational,DRD2
small molecule,DB04842,Fluspirilene,investigational,HTR2A
small molecule,DB04842,Fluspirilene,investigational,CACNG1
small molecule,DB04843,Mepenzolate,approved,CHRM1
small molecule,DB04843,Mepenzolate,approved,CHRM3
small molecule,DB04844,Tetrabenazine,investigational,SLC18A2
small molecule,DB04844,Tetrabenazine,investigational,DRD2
small molecule,DB04845,Ixabepilone,investigational,TUBB3
small molecule,DB04846,Celiprolol,investigational,ADRB1
small molecule,DB04846,Celiprolol,investigational,ADRB2
small molecule,DB04846,Celiprolol,investigational,ADRB3
small molecule,DB04846,Celiprolol,investigational,ADRA2A
small molecule,DB04846,Celiprolol,investigational,ADRA2B
small molecule,DB04846,Celiprolol,investigational,ADRA2C
small molecule,DB04847,Roxadustat,investigational,EGLN1
small molecule,DB04847,Roxadustat,investigational,EGLN2
small molecule,DB04847,Roxadustat,investigational,EGLN3
small molecule,DB04849,Cediranib,investigational,KDR
small molecule,DB04850,Posizolid,investigational,MAOA
small molecule,DB04851,Biricodar,investigational,ABCB5
small molecule,DB04851,Biricodar,investigational,ABCC1
small molecule,DB04851,Biricodar,investigational,ABCG2
small molecule,DB04852,Implitapide,investigational,MTTP
small molecule,DB04853,Binodenoson,investigational,ADORA2A
small molecule,DB04854,Febuxostat,approved,XDH
small molecule,DB04855,Dronedarone,approved,ADRA1A
small molecule,DB04855,Dronedarone,approved,ADRA1B
small molecule,DB04855,Dronedarone,approved,ADRA1D
small molecule,DB04855,Dronedarone,approved,ADRA2A
small molecule,DB04855,Dronedarone,approved,ADRA2B
small molecule,DB04855,Dronedarone,approved,ADRA2C
small molecule,DB04855,Dronedarone,approved,KCNH2
small molecule,DB04855,Dronedarone,approved,CACNA1C
small molecule,DB04855,Dronedarone,approved,CACNA1D
small molecule,DB04855,Dronedarone,approved,CACNA1F
small molecule,DB04855,Dronedarone,approved,CACNA1S
small molecule,DB04855,Dronedarone,approved,CACNB1
small molecule,DB04855,Dronedarone,approved,CACNB2
small molecule,DB04855,Dronedarone,approved,CACNB3
small molecule,DB04855,Dronedarone,approved,CACNB4
small molecule,DB04855,Dronedarone,approved,KCNK2
small molecule,DB04855,Dronedarone,approved,SCN5A
small molecule,DB04855,Dronedarone,approved,KCNJ3
small molecule,DB04855,Dronedarone,approved,KCNQ1
small molecule,DB04855,Dronedarone,approved,KCNJ12
small molecule,DB04855,Dronedarone,approved,KCNJ14
small molecule,DB04855,Dronedarone,approved,KCNJ2
small molecule,DB04855,Dronedarone,approved,KCNJ4
small molecule,DB04855,Dronedarone,approved,SLC8A1
small molecule,DB04855,Dronedarone,approved,KCND3
small molecule,DB04855,Dronedarone,approved,ADRB1
small molecule,DB04855,Dronedarone,approved,THRA
small molecule,DB04856,Dexloxiglumide,investigational,CCKAR
small molecule,DB04857,Brasofensine,investigational,DRD2
small molecule,DB04859,Zanapezil,investigational,ACHE
small molecule,DB04860,Isatoribine,investigational,TLR7
small molecule,DB04861,Nebivolol,investigational,ADRB1
small molecule,DB04861,Nebivolol,investigational,ADRB2
small molecule,DB04861,Nebivolol,investigational,ADRB3
small molecule,DB04863,Lefradafiban,investigational,ITGA2B
small molecule,DB04863,Lefradafiban,investigational,ITGB3
small molecule,DB04865,Omacetaxine mepesuccinate,investigational,RPL3
small molecule,DB04867,Lintitript,investigational,CCKAR
small molecule,DB04868,Nilotinib,investigational,ABL1
small molecule,DB04868,Nilotinib,investigational,KIT
small molecule,DB04869,Olcegepant,investigational,CALCRL
small molecule,DB04869,Olcegepant,investigational,CALCA
small molecule,DB04872,Osanetant,investigational,TACR3
small molecule,DB04873,Piboserod,investigational,HTR4
small molecule,DB04875,Pralnacasan,investigational,CASP1
small molecule,DB04876,Vildagliptin,investigational,DPP4
small molecule,DB04878,Voglibose,investigational,MGAM
small molecule,DB04879,Vatalanib,investigational,FLT1
small molecule,DB04879,Vatalanib,investigational,KDR
small molecule,DB04879,Vatalanib,investigational,FLT4
small molecule,DB04880,Enoximone,investigational,PDE3A
small molecule,DB04881,Elacridar,investigational,ABCB1
small molecule,DB04882,Edotecarin,investigational,TOP1
small molecule,DB04883,Darusentan,investigational,EDNRA
small molecule,DB04884,Dapoxetine,investigational,HTR1A
small molecule,DB04884,Dapoxetine,investigational,HTR1B
small molecule,DB04884,Dapoxetine,investigational,HTR2C
small molecule,DB04885,Cilansetron,investigational,HTR3A
small molecule,DB04888,Bifeprunox,investigational,DRD2
small molecule,DB04888,Bifeprunox,investigational,HTR1A
small molecule,DB04889,Bicifadine,investigational,SLC6A2
small molecule,DB04889,Bicifadine,investigational,SLC6A4
small molecule,DB04889,Bicifadine,investigational,DRD2
small molecule,DB04890,Bepotastine,approved,HRH1
small molecule,DB04891,Becocalcidiol,investigational,MED1
small molecule,DB04891,Becocalcidiol,investigational,VDR
small molecule,DB04892,Phenserine,investigational,BCHE
small molecule,DB04892,Phenserine,investigational,APP
small molecule,DB04892,Phenserine,investigational,ACHE
small molecule,DB04893,AZD3409,investigational,FNTB
small molecule,DB04893,AZD3409,investigational,FNTA
small molecule,DB04894,Vapreotide,investigational,SSTR2
small molecule,DB04894,Vapreotide,investigational,SSTR5
small molecule,DB04894,Vapreotide,investigational,TACR1
biotech,DB04895,Pegaptanib,investigational,VEGFA
small molecule,DB04896,Milnacipran,investigational,SLC6A4
small molecule,DB04896,Milnacipran,investigational,SLC6A2
small molecule,DB04896,Milnacipran,investigational,GRIN1
small molecule,DB04896,Milnacipran,investigational,GRIN2A
small molecule,DB04896,Milnacipran,investigational,GRIN2B
small molecule,DB04896,Milnacipran,investigational,GRIN2C
small molecule,DB04896,Milnacipran,investigational,GRIN2D
small molecule,DB04896,Milnacipran,investigational,GRIN3A
small molecule,DB04896,Milnacipran,investigational,GRIN3B
biotech,DB04899,Nesiritide,investigational,NPR1
biotech,DB04899,Nesiritide,investigational,NPR2
biotech,DB04899,Nesiritide,investigational,NPR3
biotech,DB04901,Galiximab,investigational,CD80
small molecule,DB04903,Pagoclone,investigational,GABRA2
small molecule,DB04903,Pagoclone,investigational,GABRA3
small molecule,DB04905,Tesmilifene,investigational,ABCB1
small molecule,DB04905,Tesmilifene,investigational,HRH1
small molecule,DB04908,Flibanserin,investigational,HTR1A
small molecule,DB04908,Flibanserin,investigational,HTR2A
small molecule,DB04908,Flibanserin,investigational,DRD4
small molecule,DB04912,Stannsoporfin,investigational,HMOX1
small molecule,DB04912,Stannsoporfin,investigational,HMOX2
small molecule,DB04915,Idronoxil,investigational,ENOX2
small molecule,DB04917,Renzapride,investigational,HTR3A
small molecule,DB04917,Renzapride,investigational,HTR4
biotech,DB04919,Alfimeprase,investigational,FGA
biotech,DB04919,Alfimeprase,investigational,FGB
small molecule,DB04920,Clevidipine,investigational,CACNA1F
small molecule,DB04920,Clevidipine,investigational,CACNA1S
small molecule,DB04920,Clevidipine,investigational,CACNA1D
small molecule,DB04920,Clevidipine,investigational,CACNA1C
small molecule,DB04924,Itopride,investigational,DRD2
small molecule,DB04924,Itopride,investigational,ACHE
biotech,DB04925,Desmoteplase,investigational,PLG
small molecule,DB04926,Neramexane,investigational,GRIN3A
small molecule,DB04929,DG031,investigational,ALOX5AP
small molecule,DB04930,Permethrin,investigational,SCN1A
small molecule,DB04930,Permethrin,investigational,ESR1
small molecule,DB04930,Permethrin,investigational,NR1I2
small molecule,DB04931,Afamelanotide,investigational,MC1R
biotech,DB04932,Defibrotide,investigational,ADORA1
biotech,DB04932,Defibrotide,investigational,ADORA2A
biotech,DB04932,Defibrotide,investigational,ADORA2B
small molecule,DB04933,Eritoran,investigational,TLR4
small molecule,DB04938,Ospemifene,investigational,ESR1
small molecule,DB04941,Crofelemer,approved,ANO1
small molecule,DB04941,Crofelemer,approved,CFTR
small molecule,DB04942,Tamibarotene,investigational,RARA
small molecule,DB04942,Tamibarotene,investigational,RARB
small molecule,DB04946,Iloperidone,approved,HTR2A
small molecule,DB04946,Iloperidone,approved,DRD2
small molecule,DB04946,Iloperidone,approved,DRD1
small molecule,DB04946,Iloperidone,approved,DRD3
small molecule,DB04946,Iloperidone,approved,DRD4
small molecule,DB04946,Iloperidone,approved,HTR1A
small molecule,DB04946,Iloperidone,approved,HTR6
small molecule,DB04946,Iloperidone,approved,HTR7
small molecule,DB04946,Iloperidone,approved,ADRA1A
small molecule,DB04946,Iloperidone,approved,HRH1
small molecule,DB04946,Iloperidone,approved,ADRA2C
small molecule,DB04947,Altropane,investigational,SLC6A3
small molecule,DB04948,Lofexidine,investigational,ADRA2A
small molecule,DB04948,Lofexidine,investigational,ADRA1A
small molecule,DB04948,Lofexidine,investigational,HTR1A
small molecule,DB04948,Lofexidine,investigational,HTR7
